year_month,intersection_id,south_mean,south_observations,south_coverage,west_mean,west_observations,west_coverage,north_mean,north_observations,north_coverage,east_mean,east_observations,east_coverage
2018-10,1077,50.55362116991643,2872,0.9939236111111112,169.17628650904032,2876,0.9986111111111111,107.46905424200278,2876,0.9986111111111111,159.9874826147427,2876,0.9986111111111111
2018-10,1078,200.35347222222222,2880,1.0,166.52916666666667,2880,1.0,,0,,129.3173611111111,2880,1.0
2018-10,1079,88.56805555555556,2880,1.0,143.92604166666666,2880,1.0,,0,,253.4701388888889,2880,1.0
2018-10,1080,,0,,156.0576388888889,2880,0.9986111111111111,129.31076388888889,2880,1.0,341.86041666666665,2880,1.0
2018-10,1081,160.14767199444057,2878,0.9993055555555556,64.04239054899236,2878,0.9993055555555556,172.32974287699793,2878,0.9990740740740741,69.70152883947186,2878,0.9993055555555556
2018-10,1082,165.35649599442704,2871,0.9895833333333334,111.41092553931803,2874,0.9972222222222222,136.86180555555555,2880,1.0,78.93645833333333,2880,1.0
2018-10,1083,241.9975677553857,2878,0.9993055555555556,126.25469075747047,2878,0.9987847222222223,234.53787352328007,2878,0.9993055555555556,116.50972897845726,2878,0.9993055555555556
2018-10,1084,37.910186199342824,913,0.3170138888888889,208.09638554216866,913,0.3082465277777778,98.63526834611172,913,0.3170138888888889,199.95837897042716,913,0.3170138888888889
2018-10,1085,60.749652777777776,2880,1.0,204.46863425925923,2880,0.8917534722222222,85.44444444444444,2880,1.0,153.53090277777778,2880,1.0
2018-10,1086,136.7761286332715,1617,0.561574074074074,94.01669758812616,1617,0.5611111111111111,191.76856435643563,1616,0.5606481481481482,90.97084367245658,1612,0.5588541666666667
2018-10,1088,229.29481765834933,2605,0.9043981481481481,155.8001537279016,2602,0.9034722222222222,234.3574173712529,2602,0.9034722222222222,6.851538461538461,2600,0.9027777777777778
2018-10,1090,169.2552790346908,2652,0.9199074074074075,79.72134238310709,2652,0.9208333333333333,181.59389140271495,2652,0.9208333333333333,49.81108597285068,2652,0.9206597222222223
2018-10,1092,195.51284722222223,2880,1.0,142.61145833333333,2880,1.0,262.4315972222222,2880,1.0,155.5829861111111,2880,1.0
2018-10,1093,179.52256944444446,2880,0.9998842592592592,169.56770833333334,2880,1.0,172.875,2880,1.0,146.07777777777778,2880,1.0
2018-10,1094,204.97796432318992,2859,0.9927083333333333,195.7954861111111,2880,1.0,171.62847222222223,2880,1.0,243.2642361111111,2880,1.0
2018-10,1095,245.35886840432295,1573,0.5461805555555556,78.02417302798982,1572,0.5458333333333333,175.67367750159337,1569,0.5444444444444444,23.15634971282706,1567,0.5440972222222222
2018-10,1109,249.26569376882094,2878,0.9986111111111111,,0,,257.7851929092805,2877,0.9989583333333333,65.8557525199861,2877,0.9989583333333333
2018-10,1112,285.3390065995137,2879,0.999537037037037,,0,,271.3806877387982,2879,0.9996527777777777,76.70336922542549,2879,0.9996527777777777
2018-10,1113,245.92042097488923,2708,0.9400462962962963,158.8209010339734,2708,0.9402777777777778,63.76468415219801,2707,0.9399305555555556,183.01994828223124,2707,0.9399305555555556
2018-10,1115,257.6125,2880,1.0,,0,,229.4892361111111,2880,1.0,159.92361111111111,2880,1.0
2018-10,1116,221.94720389023968,2879,0.9996527777777777,229.41059027777777,2880,0.9998842592592592,174.95659722222223,2880,1.0,212.8423611111111,2880,1.0
2018-10,1117,89.27048611111111,2880,1.0,138.7590277777778,2880,1.0,,0,,221.37430555555557,2880,1.0
2018-10,1119,274.41631944444447,2880,1.0,120.71875,2880,0.9996527777777777,153.58802083333333,2880,0.9993055555555556,,0,
2018-10,1501,,0,,,0,,,0,,,0,
2018-10,1502,49.84216064538759,2851,0.9899305555555555,217.96457383374255,2851,0.9900462962962964,,0,,325.9084531743248,2851,0.9899305555555555
2018-10,1503,84.5,2879,0.9994212962962964,269.8027092740535,2879,0.99921875,,0,,392.7992358457798,2879,0.9996527777777777
2018-10,1504,,0,,,0,,,0,,,0,
2018-11,1001,101.26143320129637,2777,0.9643394697232835,167.21610931319668,2781,0.9661919648025934,135.04337006754355,2813,0.9738335070047469,115.93885531461073,2813,0.9770753733935394
2018-11,1002,144.91114982578398,2870,0.9968739145536645,68.90574912891987,2870,0.9895797151788815,96.92926829268292,2870,0.9968739145536645,74.82543554006969,2870,0.9968739145536645
2018-11,1010,168.25677101653184,2843,0.9884219057543128,70.27884952648193,2851,0.9881903438693991,75.77236057523676,2851,0.9902744008336228,68.14310768151526,2851,0.4951372004168114
2018-11,1012,191.6581970066133,2873,0.9979159430357764,,0,,,0,,117.0570831883049,2873,0.9979159430357764
2018-11,1014,285.5551688130874,2873,0.9979159430357764,178.33031674208144,2873,0.9979159430357764,,0,0.0,,0,0.0
2018-11,1016,222.35435540069687,2870,0.664582609702443,123.49651567944251,2870,0.9968739145536645,155.18257839721255,2870,0.9968739145536645,65.56376306620209,2870,0.9968739145536645
2018-11,1017,814.1983988861817,2873,0.9979159430357764,989.71319178559,2873,0.9979159430357764,706.4893839192482,2873,0.9979159430357764,808.6957883745214,2873,0.9979159430357764
2018-11,1018,,0,,,0,,,0,,,0,
2018-11,1019,287.68977127597816,2871,0.9968739145536645,39.123998606757226,2871,0.9972212573810351,305.14315569487985,2871,0.9972212573810351,,0,
2018-11,1021,113.38531152105813,2873,0.9977422716220911,161.1521058127393,2873,0.9979159430357764,43.634180299338674,2873,0.9979159430357764,149.29759832927255,2873,0.9979159430357764
2018-11,1028,,0,,37.29736379613357,2845,0.9866273011462313,204.20070298769772,2845,0.9881903438693991,194.87978910369068,2845,0.9881903438693991
2018-11,1029,,0,,282.4959118378955,2813,0.9770753733935394,43.895129754710275,2813,0.9749913164293157,246.2858158549591,2813,0.9770753733935394
2018-11,1031,114.25812146892656,2832,0.9759175639689707,141.2499128008371,2867,0.9932847053375014,213.32403208929193,2867,0.9958318860715526,179.69480292989186,2867,0.9958318860715526
2018-11,1032,111.42638357117995,2873,0.9902744008336228,254.77196359817992,2857,0.6638879240477017,36.45582047685834,2852,0.9906217436609934,265.17736309731424,2867,0.9920111149704759
2018-11,1033,152.80424939045628,2871,0.9964107907838369,68.78648554510623,2871,0.9972212573810351,102.8052943225357,2871,0.9972212573810351,56.85788923719958,2871,0.9972212573810351
2018-11,1034,172.0554588699385,2873,0.9935741576936437,189.6474068917508,2873,0.9979159430357764,134.87434737208494,2873,0.9979159430357764,41.25269752871563,2873,0.9979159430357764
2018-11,1035,210.74061074061075,2849,0.9895797151788815,73.48875614898103,2846,0.9852379298367488,137.8964850615114,2845,0.8996179228898923,161.96840996840996,2849,0.9895797151788815
2018-11,1036,288.8205933682373,2865,0.9951372004168114,165.12939742250086,2871,0.9966423526687508,250.3612948137835,2873,0.9979159430357764,202.00417681865645,2873,0.9979159430357764
2018-11,1037,86.66000753863551,2653,0.9215005210142411,111.95778364116094,2653,0.9206900544170429,105.6049754994346,2653,0.9215005210142411,115.1835657745948,2653,0.9215005210142411
2018-11,1038,89.67351200835364,2873,0.9979159430357764,281.8547395289477,2873,0.7448766932962835,109.96136442742778,2873,0.9979159430357764,156.03445875391577,2873,0.9979159430357764
2018-11,1039,,0,,,0,,,0,,,0,
2018-11,1040,168.41652143604043,2869,0.9965265717262939,176.46094839609484,2868,0.9961792288989232,182.413179916318,2868,0.9962950098413802,55.576011157601116,2868,0.9961792288989232
2018-11,1042,,0,,,0,,,0,,,0,
2018-11,1043,19.36993006993007,2860,0.9934004862799584,341.29339853300735,2863,0.9944425147620701,263.85225288159273,2863,0.9944425147620701,769.1644129534453,2863,0.9942688433483848
2018-11,1044,,0,,,0,,,0,,,0,
2018-11,1047,117.23807866341804,2873,0.9979159430357764,190.1580229725026,2873,0.9979159430357764,121.52975983292725,2873,0.9979159430357764,81.5972850678733,2873,0.9979159430357764
2018-11,1048,,0,,262.33275321963106,2873,0.9979159430357764,68.734772015315,2873,0.9979159430357764,157.70727462582667,2873,0.9979159430357764
2018-11,1051,129.3820655966504,2866,0.995484543244182,,0,,144.5258199581298,2866,0.995484543244182,86.81681786461968,2866,0.995484543244182
2018-11,1053,58.038340885325894,2869,0.9965265717262939,86.31997211571976,2869,0.9965265717262939,124.22342279539909,2869,0.9965265717262939,57.27187173231091,2869,0.9965265717262939
2018-11,1054,52.832331093031485,2827,0.981938172976728,153.24000707463742,2827,0.9814750492069005,128.73081004598515,2827,0.981938172976728,114.8461266360099,2827,0.981938172976728
2018-11,1057,90.289592760181,2873,0.9979159430357764,213.22798468499826,2873,0.9979159430357764,102.9088061260007,2873,0.9979159430357764,193.45562130177515,2873,0.9979159430357764
2018-11,1059,,0,,,0,,,0,,,0,
2018-11,1065,,0,,,0,,,0,,,0,
2018-11,1066,66.82875043508528,2873,0.9979159430357764,222.14061956143405,2873,0.9973949287947204,60.80960668290985,2873,0.9975686002084057,203.94744169857293,2873,0.9979159430357764
2018-11,1067,57.863113897596655,2871,0.9972212573810351,408.42993149889696,2871,0.984716915595693,223.5151515151515,2871,0.9972212573810351,146.2776036224312,2871,0.9972212573810351
2018-11,1068,,0,,214.97250261051167,2873,0.9978001620933193,121.51270449008005,2873,0.9812434873219869,257.82074486599373,2873,0.9979159430357764
2018-11,1069,,0,,,0,,,0,,,0,
2018-11,1070,128.20715532286212,2865,0.9947898575894408,153.38987783595113,2865,0.9951372004168114,223.67923211169284,2865,0.9951372004168114,162.648167539267,2865,0.9951372004168114
2018-11,1071,240.04363001745202,2865,0.9950503647099688,72.79453170447935,2865,0.9927058006252171,271.121815008726,2865,0.9951372004168114,59.147527632344385,2865,0.9948766932962835
2018-11,1072,334.8369759942673,2791,0.9694338311913859,241.48692225008958,2791,0.9694338311913859,353.3862414905052,2791,0.9694338311913859,79.75815120028663,2791,0.9694338311913859
2018-11,1074,,0,,346.2727114514445,2873,0.9976843811508627,183.0863209189001,2873,0.9976843811508627,98.0219282979464,2873,0.9979159430357764
2018-11,1075,220.10995927434283,2701,0.9381729767280306,85.24435394298408,2701,0.9381729767280306,,0,,621.8224731580896,2701,0.9380571957855737
2018-11,1077,50.0644823980481,2869,0.9932268148662731,165.45400696864112,2870,0.9968739145536645,107.26480836236934,2870,0.9968739145536645,161.1850174216028,2870,0.9968739145536645
2018-11,1078,197.45770942938083,2471,0.8582841264327892,165.72399838122217,2471,0.8582841264327892,,0,,111.67664912990692,2471,0.8582841264327892
2018-11,1079,86.38113470240167,2873,0.9979159430357764,145.99060215802297,2873,0.9979159430357764,,0,,248.44361294813783,2873,0.9976843811508627
2018-11,1080,,0,,149.36848822369186,2873,0.9955713789510247,127.09014966933519,2873,0.9979159430357764,335.1326139923425,2873,0.9979159430357764
2018-11,1081,158.926905673512,2873,0.997337038323492,63.39888618169161,2873,0.9979159430357764,170.62095370692657,2873,0.9979159430357764,66.95440306300034,2873,0.9979159430357764
2018-11,1082,164.25008701705534,2873,0.9972212573810351,111.7918552036199,2873,0.9979159430357764,133.35189697180647,2873,0.9979159430357764,77.95997215454229,2873,0.9979159430357764
2018-11,1083,332.2311320754717,2544,0.8836401528308441,171.59021526418786,2555,0.8855505383813824,276.47511312217193,2873,0.9606344795646636,469.41977027497387,2873,0.9979159430357764
2018-11,1084,37.203619909502265,2873,0.9956582146578673,205.65750087017057,2873,0.975425494963529,98.72293769578837,2873,0.9979159430357764,234.02714932126696,2873,0.9979159430357764
2018-11,1085,60.07796728158719,2873,0.9967002431399792,185.25861468847893,2873,0.9811566516151441,83.3832231117299,2873,0.9979159430357764,153.41837800208842,2873,0.9979159430357764
2018-11,1086,134.98102600140547,2846,0.9885376866967697,90.79515108924807,2846,0.9885376866967697,189.24771609276178,2846,0.9885376866967697,87.43359100491918,2846,0.9885376866967697
2018-11,1088,234.92123165055497,2793,0.9701285168461271,161.429441260745,2792,0.9696075026050712,239.02079598422372,2789,0.9687391455366446,6.592326998924346,2789,0.9687391455366446
2018-11,1090,166.9091253313139,2641,0.9162903786036818,78.16092389246498,2641,0.9171587356721084,178.4040136312003,2641,0.9173324070857937,47.62059825823552,2641,0.9173324070857937
2018-11,1092,192.7710003485535,2869,0.9965265717262939,134.0580341582433,2869,0.9961792288989232,260.47159288950854,2869,0.9965265717262939,144.20216103171836,2869,0.9965265717262939
2018-11,1093,174.90665273423895,2871,0.9972212573810351,165.18321142459072,2871,0.9972212573810351,167.44339951236503,2871,0.9972212573810351,142.08847091605713,2871,0.9972212573810351
2018-11,1094,250.8425,2800,0.9726756975801784,206.25296373779636,2868,0.9960634479564663,193.77271145144448,2873,0.9972212573810351,265.28541594152455,2873,0.9979159430357764
2018-11,1095,246.15381791483114,2724,0.9461618617575547,76.91336270190895,2724,0.9461618617575547,175.06020558002936,2724,0.9461618617575547,22.82892804698972,2724,0.9461618617575547
2018-11,1109,243.11733983286908,2872,0.9953108718304967,,0,,250.94568245125348,2872,0.9975686002084057,62.42931754874652,2872,0.9973949287947204
2018-11,1112,283.6108597285068,2873,0.9979159430357764,,0,,268.1834319526627,2873,0.9979159430357764,75.38183083884441,2873,0.9973949287947204
2018-11,1113,241.71998599929998,2857,0.9923584577978465,155.6888344417221,2857,0.9923584577978465,61.13370668533427,2857,0.9923584577978465,189.03045152257613,2857,0.9923584577978465
2018-11,1115,257.3198606271777,2870,0.9968739145536645,,0,,219.7602787456446,2870,0.9968739145536645,161.3254355400697,2870,0.9968739145536645
2018-11,1116,218.12112774103724,2873,0.9979159430357764,222.5948485903237,2873,0.9979159430357764,172.0048729550992,2873,0.9979159430357764,211.03237034458755,2873,0.9979159430357764
2018-11,1117,89.61159622773314,2863,0.9944425147620701,134.88368843870066,2863,0.9942688433483848,,0,,218.24528301886792,2862,0.9940951719346995
2018-11,1119,265.9242847173761,2866,0.9953108718304967,117.95828970331588,2865,0.9921268959129328,149.79895287958115,2865,0.9923584577978465,,0,
2018-11,1501,,0,,,0,,,0,,,0,
2018-11,1502,48.415153631284916,2864,0.9947898575894408,214.59322625698323,2864,0.9947898575894408,,0,,322.67213687150837,2864,0.9947898575894408
2018-11,1503,83.94361294813784,2873,0.9976843811508627,259.13574660633486,2873,0.9697811740187565,,0,,381.0278454577097,2873,0.9979159430357764
2018-11,1504,,0,,,0,,,0,,,0,
2018-12,1001,105.57563025210084,2975,0.9992156862745097,174.3331092436975,2975,1.0,139.77075630252102,2975,1.0,123.11428571428571,2975,1.0
2018-12,1002,151.18252100840337,2975,0.9997759103641457,69.36857142857143,2975,0.9928291316526611,99.21344537815126,2975,1.0,76.77310924369748,2975,1.0
2018-12,1010,172.27968696835657,2939,0.9918207282913165,70.46570275722932,2974,0.9989915966386554,76.14727639542703,2974,0.9996638655462184,68.1271015467384,2974,0.4998319327731092
2018-12,1012,195.07484828051247,2966,0.9969747899159664,,0,,,0,,122.24275118004046,2966,0.9968067226890757
2018-12,1014,293.6794483686512,2973,0.999327731092437,184.50689539186007,2973,0.999327731092437,,0,0.0,,0,0.0
2018-12,1016,227.61503531786076,2973,0.666218487394958,128.6125126135217,2973,0.999327731092437,158.8143289606458,2973,0.999327731092437,66.20955264043054,2973,0.999327731092437
2018-12,1017,729.8739495798319,2975,1.0,979.5391596638656,2975,0.9998319327731092,625.6429051782112,2974,0.9996638655462184,794.7252858103565,2974,0.9996638655462184
2018-12,1018,,0,,,0,,,0,,,0,
2018-12,1019,292.0590219224283,2965,0.9966386554621849,40.399797570850204,2964,0.9957983193277311,265.75607287449395,2964,0.9963025210084033,,0,
2018-12,1021,114.94453781512605,2975,1.0,157.07361344537816,2975,1.0,44.295897780766644,2974,0.9996638655462184,152.42400806993948,2974,0.9996638655462184
2018-12,1028,,0,,39.65534633490249,2974,0.9959663865546219,204.5100874243443,2974,0.9996638655462184,196.0443995963673,2973,0.999327731092437
2018-12,1029,,0,,286.9983187626093,2974,0.9996638655462184,45.83557498318763,2974,0.9981512605042017,249.5967036663303,2973,0.999327731092437
2018-12,1031,115.20055420852096,2887,0.9588795518207283,141.78658330517067,2959,0.9920448179271709,217.44711051030754,2959,0.9946218487394958,178.5255153768165,2959,0.9946218487394958
2018-12,1032,109.77527207449792,2971,0.9898319327731092,259.8865787694388,2958,0.6645378151260504,34.330496936691624,2938,0.987563025210084,265.4579107505071,2958,0.9920448179271709
2018-12,1033,222.21949579831931,2975,0.9988795518207283,68.7350369872226,2974,0.9996638655462184,104.26168853010427,2973,0.9991036414565827,58.8234106962664,2973,0.999327731092437
2018-12,1034,174.47084057971014,2875,0.9625210084033613,210.70459290187893,2874,0.9660504201680672,136.482254697286,2874,0.9660504201680672,40.50139178844815,2874,0.9660504201680672
2018-12,1035,218.0782122905028,2864,0.9625770308123249,86.63893743446347,2861,0.9605042016806723,166.05118798043327,2862,0.9611204481792718,178.33135267389025,2861,0.9617927170868348
2018-12,1036,297.6794612794613,2970,0.9983193277310924,168.55757575757576,2970,0.9965266106442576,261.4469518356349,2969,0.9979831932773109,280.7982485685416,2969,0.9979831932773109
2018-12,1037,89.03939393939395,2970,0.9983193277310924,115.14848484848486,2970,0.9963025210084033,108.54797979797979,2970,0.9978711484593837,118.34006734006734,2970,0.9983193277310924
2018-12,1038,91.3706693575513,2973,0.999327731092437,287.73106698081455,2971,0.7339495798319328,112.26236125126135,2973,0.999327731092437,160.9606458123108,2973,0.999327731092437
2018-12,1039,,0,,,0,,,0,,,0,
2018-12,1040,172.52998652291106,2968,0.9976470588235294,180.65532345013477,2968,0.9976470588235294,188.75572776280325,2968,0.9976470588235294,55.82142857142857,2968,0.9976470588235294
2018-12,1042,,0,,,0,,,0,,,0,
2018-12,1043,19.840054218908843,2951,0.9919327731092437,355.1583924349882,2961,0.9952941176470588,265.0064167510976,2961,0.9952941176470588,786.1856305740687,2958,0.9938235294117647
2018-12,1044,,0,,,0,,,0,,,0,
2018-12,1047,117.41297735721527,2959,0.9946218487394958,192.64109496451505,2959,0.9946218487394958,122.55964852990876,2959,0.9946218487394958,83.72862453531599,2959,0.9946218487394958
2018-12,1048,,0,,266.6222222222222,2970,0.9983193277310924,70.27003367003367,2970,0.9983193277310924,159.5493432132031,2969,0.9979831932773109
2018-12,1051,133.37651413189772,2972,0.9989915966386554,,0,,147.5750336473755,2972,0.9989915966386554,89.78761359811512,2971,0.998655462184874
2018-12,1053,60.36792780284623,2881,0.9684033613445379,90.36515098923985,2881,0.9680672268907563,127.98195071155848,2881,0.9684033613445379,56.621659146129815,2881,0.9684033613445379
2018-12,1054,53.49680457450387,2973,0.999327731092437,155.7901109989909,2973,0.9984313725490197,129.9007402422611,2972,0.9989915966386554,117.95020188425303,2972,0.9989915966386554
2018-12,1057,93.55529332434254,2966,0.9969747899159664,218.22690492245448,2966,0.9969747899159664,103.81995954147,2966,0.9969747899159664,196.96055293324343,2966,0.9969747899159664
2018-12,1058,,0,,,0,,,0,,,0,
2018-12,1059,,0,,,0,,,0,,,0,
2018-12,1065,,0,,,0,,,0,,,0,
2018-12,1066,67.84350758853289,2965,0.9966386554621849,207.1273749297358,2965,0.9963865546218488,71.08870151770658,2965,0.9966386554621849,210.09919028340082,2964,0.9963865546218488
2018-12,1067,55.50202156334232,2968,0.9976470588235294,414.2955974842767,2968,0.9949579831932773,245.58206943040108,2967,0.9973109243697479,145.33164812942366,2967,0.9973109243697479
2018-12,1068,,0,,212.17362748400134,2969,0.9978711484593837,121.46581340518694,2969,0.98,263.2493261455526,2968,0.9976470588235294
2018-12,1069,,0,,,0,,,0,,,0,
2018-12,1070,135.0904809956273,2973,0.9983193277310924,162.96199125462496,2973,0.999327731092437,236.63694481830416,2972,0.9989915966386554,167.29104979811575,2972,0.9989915966386554
2018-12,1071,245.93844601412715,2973,0.999327731092437,74.32290615539858,2973,0.9952100840336134,280.6310124453414,2973,0.999327731092437,59.12972306312366,2973,0.9984033613445378
2018-12,1072,337.12470588235294,2975,1.0,246.63226890756303,2975,1.0,359.2544537815126,2975,1.0,82.5418487394958,2975,1.0
2018-12,1074,,0,,352.7692566431214,2973,0.999327731092437,183.3761344537815,2975,0.9998879551820727,99.39408204438466,2974,0.9996638655462184
2018-12,1075,222.7041755130927,2826,0.9499159663865546,85.20382165605096,2826,0.9499159663865546,,0,,636.134465675867,2826,0.9499159663865546
2018-12,1077,52.85728710871761,2971,0.9907563025210084,165.35687857383115,2973,0.999327731092437,107.47779273216689,2972,0.9989915966386554,161.55047106325708,2972,0.9989915966386554
2018-12,1078,207.67363452461228,2966,0.9969747899159664,167.79224283305228,2965,0.9966386554621849,,0,,110.59224283305228,2965,0.9966386554621849
2018-12,1079,86.47731092436975,2975,1.0,149.48134453781512,2975,0.999327731092437,,0,,253.4172831203766,2974,0.9996638655462184
2018-12,1080,,0,,155.90734971731857,2889,0.9553781512605042,129.8269297334718,2889,0.9710924369747899,345.34267912772583,2889,0.9710924369747899
2018-12,1081,164.31932052161977,2914,0.9793837535014005,63.93445435827042,2914,0.9793837535014005,176.27360109852387,2913,0.9791596638655462,70.71438379677309,2913,0.9791596638655462
2018-12,1082,169.91346801346802,2970,0.9983193277310924,114.4053872053872,2970,0.9983193277310924,139.75555555555556,2970,0.9983193277310924,88.97441077441077,2970,0.9983193277310924
2018-12,1083,335.3321894303363,2914,0.9794957983193278,179.69766643788606,2914,0.979327731092437,314.6725025746653,2913,0.9791596638655462,538.9234466186062,2913,0.9791596638655462
2018-12,1084,38.66712422786548,2914,0.9788235294117648,208.6507609566312,2913,0.9447058823529412,102.68280123583934,2913,0.9790476190476189,245.68992447648472,2913,0.97909243697479
2018-12,1085,65.0754975978037,2914,0.9773109243697479,177.14950812171128,2914,0.9589075630252101,87.19595058339053,2914,0.9794957983193278,152.8977350720659,2914,0.9794957983193278
2018-12,1086,139.5740611961057,2876,0.9663865546218487,94.33147826086956,2875,0.9657142857142857,193.6511304347826,2875,0.9663865546218487,90.88939130434782,2875,0.9663865546218487
2018-12,1088,240.46018776077887,2876,0.9663865546218487,150.20536959553695,2868,0.9615126050420169,216.40815615196934,2869,0.9635294117647059,19.540983606557376,2867,0.9636974789915966
